id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
562,2016,Ahmedabad,2016-05-21,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
563,2016,Lucknow,2016-04-21,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,8,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
564,2016,Bangalore,2016-05-18,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,runs,0,Punjab Kings,21,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
565,2016,Mumbai,2016-05-09,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,wickets,0,Mumbai Indians,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
566,2016,Delhi,2016-05-23,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,wickets,0,Delhi Capitals,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
567,2016,Ahmedabad,2016-05-26,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
568,2016,Lucknow,2016-03-06,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
569,2016,Bangalore,2016-05-14,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,82,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
570,2016,Mumbai,2016-05-13,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,runs,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
571,2016,Delhi,2016-03-08,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
572,2016,Ahmedabad,2016-04-03,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,47,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
573,2016,Lucknow,2016-05-15,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,37,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
574,2016,Bangalore,2016-05-01,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,13,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
575,2016,Mumbai,2016-04-24,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,runs,0,Mumbai Indians,30,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
576,2016,Delhi,2016-04-02,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
577,2016,Ahmedabad,2016-04-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
578,2016,Lucknow,2016-05-04,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
579,2016,Bangalore,2016-04-27,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,runs,0,Punjab Kings,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
580,2017,Bangalore,2017-03-22,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
581,2017,Mumbai,2017-03-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
582,2017,Ahmedabad,2017-04-24,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
583,2017,Delhi,2017-03-05,Delhi Capitals,Punjab Kings,Punjab Kings,field,runs,0,Delhi Capitals,12,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
584,2017,Chennai,2017-03-25,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,31,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
585,2017,Bangalore,2017-03-24,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
586,2017,Mumbai,2017-03-17,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,0,Kolkata Knight Riders,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
587,2017,Ahmedabad,2017-03-09,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Gujarat Titans,2,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
588,2017,Delhi,2017-04-10,Delhi Capitals,Punjab Kings,Punjab Kings,bat,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
589,2017,Chennai,2017-03-27,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,runs,0,Chennai Super Kings,34,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
590,2017,Bangalore,2017-05-10,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
591,2017,Mumbai,2017-05-04,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
592,2017,Ahmedabad,2017-05-12,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
593,2017,Delhi,2017-05-21,Delhi Capitals,Punjab Kings,Delhi Capitals,field,runs,0,Punjab Kings,32,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
594,2017,Chennai,2017-05-18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,runs,0,Chennai Super Kings,19,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
595,2017,Bangalore,2017-03-09,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
596,2017,Mumbai,2017-03-25,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,0,Kolkata Knight Riders,16,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
597,2017,Ahmedabad,2017-03-08,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,43,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
598,2017,Delhi,2017-03-26,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,34,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
599,2017,Chennai,2017-04-11,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,runs,0,Chennai Super Kings,24,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
600,2017,Bangalore,2017-04-10,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
601,2017,Mumbai,2017-03-10,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,runs,0,Mumbai Indians,22,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
602,2017,Ahmedabad,2017-04-15,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
603,2017,Delhi,2017-03-28,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
604,2017,Chennai,2017-05-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
605,2017,Bangalore,2017-05-16,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,17,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
606,2017,Mumbai,2017-03-19,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
607,2017,Ahmedabad,2017-03-23,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
608,2017,Delhi,2017-05-23,Delhi Capitals,Punjab Kings,Delhi Capitals,field,runs,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
609,2017,Chennai,2017-04-18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,24,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
610,2017,Bangalore,2017-03-07,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,8,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
611,2017,Mumbai,2017-03-13,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,runs,0,Mumbai Indians,31,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
612,2017,Ahmedabad,2017-05-02,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,10,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
613,2017,Delhi,2017-04-11,Delhi Capitals,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
614,2017,Chennai,2017-05-15,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,wickets,0,Chennai Super Kings,5,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
615,2017,Bangalore,2017-03-04,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,23,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
616,2017,Mumbai,2017-04-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
617,2017,Ahmedabad,2017-05-19,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
618,2017,Delhi,2017-05-18,Delhi Capitals,Punjab Kings,Punjab Kings,bat,wickets,0,Delhi Capitals,9,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
619,2017,Chennai,2017-03-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
620,2017,Bangalore,2017-04-10,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
621,2017,Mumbai,2017-03-11,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
622,2017,Ahmedabad,2017-04-13,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
623,2017,Delhi,2017-04-27,Delhi Capitals,Punjab Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
624,2017,Chennai,2017-04-01,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,tie,0,Rajasthan Royals,0,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
625,2017,Bangalore,2017-04-22,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
626,2017,Mumbai,2017-03-04,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
627,2017,Ahmedabad,2017-03-10,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
628,2017,Delhi,2017-03-18,Delhi Capitals,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
629,2017,Chennai,2017-05-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,runs,0,Rajasthan Royals,33,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
630,2017,Bangalore,2017-03-23,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,runs,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
631,2017,Mumbai,2017-04-01,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,0,Kolkata Knight Riders,35,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
632,2017,Ahmedabad,2017-05-10,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
633,2017,Delhi,2017-04-12,Delhi Capitals,Punjab Kings,Delhi Capitals,field,runs,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
634,2017,Chennai,2017-03-28,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
635,2017,Bangalore,2017-05-26,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
636,2017,Mumbai,2017-04-09,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
637,2017,Ahmedabad,2017-03-02,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
638,2017,Delhi,2017-03-21,Delhi Capitals,Punjab Kings,Punjab Kings,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
639,2017,Chennai,2017-04-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,wickets,0,Rajasthan Royals,2,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
640,2018,Kolkata,2018-03-08,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,runs,0,Kolkata Knight Riders,22,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
641,2018,Delhi,2018-04-12,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
642,2018,Bangalore,2018-05-09,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,0,Mumbai Indians,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
643,2018,Jaipur,2018-04-11,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
644,2018,Lucknow,2018-03-06,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
645,2018,Kolkata,2018-04-09,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
646,2018,Delhi,2018-05-10,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,8,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
647,2018,Bangalore,2018-05-19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
648,2018,Jaipur,2018-03-26,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,runs,0,Gujarat Titans,24,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
649,2018,Lucknow,2018-05-02,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
650,2018,Kolkata,2018-03-23,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
651,2018,Delhi,2018-04-28,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
652,2018,Bangalore,2018-03-14,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,8,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
653,2018,Jaipur,2018-04-17,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
654,2018,Lucknow,2018-04-19,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
655,2018,Kolkata,2018-05-09,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,30,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
656,2018,Delhi,2018-05-17,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,53,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
657,2018,Bangalore,2018-04-06,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
658,2018,Jaipur,2018-04-11,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,tie,0,Rajasthan Royals,0,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
659,2018,Lucknow,2018-05-06,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
660,2018,Kolkata,2018-04-21,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,runs,0,Kolkata Knight Riders,11,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
661,2018,Delhi,2018-04-18,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,20,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
662,2018,Bangalore,2018-05-16,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,runs,0,Mumbai Indians,14,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
663,2018,Jaipur,2018-05-23,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
664,2018,Lucknow,2018-05-12,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,7,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
665,2018,Kolkata,2018-05-09,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
666,2018,Delhi,2018-04-04,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
667,2018,Bangalore,2018-04-17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
668,2018,Jaipur,2018-03-19,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
669,2018,Lucknow,2018-03-12,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,runs,0,Sunrisers Hyderabad,30,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
670,2018,Kolkata,2018-03-05,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,33,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
671,2018,Delhi,2018-03-23,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
672,2018,Bangalore,2018-05-28,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
673,2018,Jaipur,2018-03-21,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
674,2018,Lucknow,2018-04-04,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,7,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
675,2018,Kolkata,2018-03-06,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,22,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
676,2018,Delhi,2018-05-25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
677,2018,Bangalore,2018-05-13,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,runs,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
678,2018,Jaipur,2018-05-25,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,wickets,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
679,2018,Lucknow,2018-03-20,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,wickets,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
680,2018,Kolkata,2018-03-05,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
681,2018,Delhi,2018-05-13,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
682,2018,Bangalore,2018-05-27,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
683,2018,Jaipur,2018-05-12,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
684,2018,Lucknow,2018-04-12,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
685,2018,Kolkata,2018-04-08,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
686,2018,Delhi,2018-05-11,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,17,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
687,2018,Bangalore,2018-05-17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
688,2018,Jaipur,2018-05-16,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
689,2018,Lucknow,2018-05-06,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Lucknow Super Giants,53,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
690,2018,Kolkata,2018-04-25,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,runs,0,Punjab Kings,15,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
691,2018,Delhi,2018-03-10,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,7,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
692,2018,Bangalore,2018-03-25,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,21,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
693,2018,Jaipur,2018-03-27,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,runs,0,Rajasthan Royals,20,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
